id,name,supertype,subtypes,hp,types,evolvesTo,rules,attacks,weaknesses,retreatCost,set_id,set_name,rarity,nationalPokedexNumbers,image_url,price
gym2-98,Sabrina's Porygon,Pokémon,Basic,40,Colorless,Porygon2,,"Sharp Point, Barrier Attack",Fighting,Colorless,gym2,Gym Challenge,Common,137,https://images.pokemontcg.io/gym2/98_hires.png,
sm1-68,Hariyama,Pokémon,Stage 1,130,Fighting,,,"Push Out, Megaton Slap Push",Psychic,"Colorless, Colorless, Colorless, Colorless",sm1,Sun & Moon,Rare,297,https://images.pokemontcg.io/sm1/68_hires.png,
xy12-43,Nidoran ♂,Pokémon,Basic,60,Psychic,Nidorino,,Double Stab,Psychic,Colorless,xy12,Evolutions,Common,32,https://images.pokemontcg.io/xy12/43_hires.png,
bw7-20,Charizard,Pokémon,Stage 2,160,Fire,,,"Split Bomb, Scorching Fire",Water,"Colorless, Colorless, Colorless",bw7,Boundaries Crossed,Rare Holo,6,https://images.pokemontcg.io/bw7/20_hires.png,28.0
mcd12-8,Drilbur,Pokémon,Basic,70,Fighting,Excadrill,,Hone ClawsScratch,Water,"Colorless, Colorless",mcd12,McDonald's Collection 2012,,529,https://images.pokemontcg.io/mcd12/8_hires.png,5.88
ex1-104,Grass Energy,Energy,Basic,,,,,,,,ex1,Ruby & Sapphire,Common,,https://images.pokemontcg.io/ex1/104_hires.png,
sv5-109,Roaring Moon,Pokémon,"Basic, Ancient",140,Darkness,,,"Vengeance Fletching, Speed Wing",Grass,"Colorless, Colorless",sv5,Temporal Forces,Rare,1005,https://images.pokemontcg.io/sv5/109_hires.png,0.22
sm3-99,Noivern-GX,Pokémon,"Stage 1, GX",200,Dragon,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Distort, Sonic Volume, Boomburst-GX",Fairy,,sm3,Burning Shadows,Rare Holo GX,715,https://images.pokemontcg.io/sm3/99_hires.png,1.24
swsh2-199,Copperajah VMAX,Pokémon,VMAX,340,Metal,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.","Dangerous Nose, G-Max Hammer",Fire,"Colorless, Colorless, Colorless, Colorless",swsh2,Rebel Clash,Rare Rainbow,879,https://images.pokemontcg.io/swsh2/199_hires.png,7.92
ecard2-6,Blissey,Pokémon,Stage 1,120,Colorless,,,Smash Bomber,Fighting,"Colorless, Colorless",ecard2,Aquapolis,Rare,242,https://images.pokemontcg.io/ecard2/6_hires.png,
hgss2-8,Shaymin,Pokémon,Basic,70,Grass,,,Energy Bloom,Fire,Colorless,hgss2,HS—Unleashed,Rare Holo,492,https://images.pokemontcg.io/hgss2/8_hires.png,6.63
bw3-9,Foongus,Pokémon,Basic,40,Grass,Amoonguss,,Rollout,Fire,Colorless,bw3,Noble Victories,Common,590,https://images.pokemontcg.io/bw3/9_hires.png,
ecard1-113,Houndour,Pokémon,Basic,50,Darkness,Houndoom,,Bite,Fighting,Colorless,ecard1,Expedition Base Set,Common,228,https://images.pokemontcg.io/ecard1/113_hires.png,
swsh8-24,Gossifleur,Pokémon,Basic,50,Grass,Eldegoss,,Leafage,Fire,Colorless,swsh8,Fusion Strike,Common,829,https://images.pokemontcg.io/swsh8/24_hires.png,
bw7-142,Keldeo-EX,Pokémon,"Basic, EX",170,Water,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",Secret Sword,Grass,"Colorless, Colorless",bw7,Boundaries Crossed,Rare Ultra,647,https://images.pokemontcg.io/bw7/142_hires.png,32.34
sm2-21a,Alolan Vulpix,Pokémon,Basic,60,Water,Ninetales,,"Beacon, Icy Snow",Metal,Colorless,sm2,Guardians Rising,Common,37,https://images.pokemontcg.io/sm2/21a_hires.png,
ex11-104,Holon Energy FF,Energy,Special,,,,"Holon Energy FF provides Colorless Energy., If the Pokémon that Holon Energy FF is attached to also has a basic Fire Energy card attached to it, that Pokémon has no Weakness. If the Pokémon that Holon Energy FF is attached to also has a basic Fighting Energy card attached to it, damage done by that Pokémon's attack isn't affected by Resistance. Ignore these effects if Holon Energy FF is attached to Pokémon-ex.",,,,ex11,Delta Species,Rare,,https://images.pokemontcg.io/ex11/104_hires.png,
ex16-74,Energy Removal 2,Trainer,Item,,,,"Flip a coin. If heads, choose 1 Energy card attached to 1 of your opponent's Pokémon and discard it.",,,,ex16,Power Keepers,Uncommon,,https://images.pokemontcg.io/ex16/74_hires.png,
ex15-50,Horsea δ,Pokémon,Basic,40,Fighting,Seadra,,Sleepy Ball,Lightning,Colorless,ex15,Dragon Frontiers,Common,116,https://images.pokemontcg.io/ex15/50_hires.png,
ex9-91,Cacturne ex,Pokémon,"Stage 1, ex",110,Grass,,"When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.","Psybeam, Spike Rend",Fire,Colorless,ex9,Emerald,Rare Holo EX,332,https://images.pokemontcg.io/ex9/91_hires.png,37.03
neo1-65,Mareep,Pokémon,Basic,40,Lightning,Flaaffy,,"Static Electricity, Thundershock",Fighting,Colorless,neo1,Neo Genesis,Common,179,https://images.pokemontcg.io/neo1/65_hires.png,
pl1-50,Houndoom G,Pokémon,"Basic, SP",90,Fire,,,"Black Cry, Dark Slash",Fighting,Colorless,pl1,Platinum,Uncommon,229,https://images.pokemontcg.io/pl1/50_hires.png,
base6-20,Beedrill,Pokémon,Stage 2,80,Grass,,,"Twineedle, Poison Sting",Fire,,base6,Legendary Collection,Rare,15,https://images.pokemontcg.io/base6/20_hires.png,
ex4-29,Team Aqua's Manectric,Pokémon,Stage 1,80,Lightning,,,"Aqua Beam, Chaos Crush",Fighting,Colorless,ex4,Team Magma vs Team Aqua,Uncommon,310,https://images.pokemontcg.io/ex4/29_hires.png,
xy10-108,Power Memory,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., The Zygarde-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack).",All Cells Burn,,,xy10,Fates Collide,Uncommon,,https://images.pokemontcg.io/xy10/108_hires.png,
sv5-108,Farigiraf ex,Pokémon,"Stage 1, Tera, ex",260,Darkness,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's)., Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards., Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).",Dirty Beam,Grass,"Colorless, Colorless",sv5,Temporal Forces,Double Rare,981,https://images.pokemontcg.io/sv5/108_hires.png,0.45
ex5-94,Kyogre ex,Pokémon,"Basic, ex",100,Water,,"When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.","Water Arrow, Super Tidal Wave",Grass,"Colorless, Colorless, Colorless",ex5,Hidden Legends,Rare Holo EX,382,https://images.pokemontcg.io/ex5/94_hires.png,72.05
swsh2-198,Malamar VMAX,Pokémon,VMAX,310,Darkness,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",Max Jammer,Grass,"Colorless, Colorless",swsh2,Rebel Clash,Rare Rainbow,687,https://images.pokemontcg.io/swsh2/198_hires.png,7.58
base4-35,Charmeleon,Pokémon,Stage 1,80,Fire,Charizard,,"Slash, Flamethrower",Water,Colorless,base4,Base Set 2,Uncommon,5,https://images.pokemontcg.io/base4/35_hires.png,
bw5-8,Crustle,Pokémon,Stage 1,110,Grass,,,"Cut, Heavy Bullet",Fire,"Colorless, Colorless, Colorless",bw5,Dark Explorers,Uncommon,558,https://images.pokemontcg.io/bw5/8_hires.png,
col1-17,Ninetales,Pokémon,Stage 1,90,Fire,,,Will-o'-the-wisp,Water,Colorless,col1,Call of Legends,Rare Holo,38,https://images.pokemontcg.io/col1/17_hires.png,20.49
sm6-109,Lady,Trainer,Supporter,,,,"Search your deck for up to 4 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).",,,,sm6,Forbidden Light,Uncommon,,https://images.pokemontcg.io/sm6/109_hires.png,
swsh8-21,Tsareena V,Pokémon,"Basic, V",200,Grass,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Queen's Orders,Fire,"Colorless, Colorless",swsh8,Fusion Strike,Rare Holo V,763,https://images.pokemontcg.io/swsh8/21_hires.png,0.41
sm11-131,Sneasel,Pokémon,Basic,70,Darkness,Weavile,,Slash,Fighting,Colorless,sm11,Unified Minds,Common,215,https://images.pokemontcg.io/sm11/131_hires.png,
dp2-16,Typhlosion,Pokémon,Stage 2,110,Fire,,,Evaporating Heat,Water,"Colorless, Colorless",dp2,Mysterious Treasures,Rare Holo,157,https://images.pokemontcg.io/dp2/16_hires.png,14.9
xy3-94,Jaw Fossil,Trainer,Item,,,,"Look at the bottom 7 cards of your deck. You may reveal a Tyrunt you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).",,,,xy3,Furious Fists,Uncommon,,https://images.pokemontcg.io/xy3/94_hires.png,
bw2-74,Klink,Pokémon,Basic,60,Metal,Klang,,"Spinning Attack, Gear Grind",Fire,Colorless,bw2,Emerging Powers,Common,599,https://images.pokemontcg.io/bw2/74_hires.png,
pl1-61,Seviper,Pokémon,Basic,80,Psychic,,,"Shed Skin, Bite and Escape, Paralyze Poison",Psychic,Colorless,pl1,Platinum,Uncommon,336,https://images.pokemontcg.io/pl1/61_hires.png,
bw3-91,Eviolite,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., If the Pokémon this card is attached to is a Basic Pokémon, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).",,,,bw3,Noble Victories,Uncommon,,https://images.pokemontcg.io/bw3/91_hires.png,
ex14-67,Treecko,Pokémon,Basic,40,Grass,Grovyle,,"Paralyzing Gaze, Scratch",Fire,Colorless,ex14,Crystal Guardians,Common,252,https://images.pokemontcg.io/ex14/67_hires.png,
bwp-BW38,Zekrom-EX,Pokémon,"Basic, EX",180,Lightning,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Glinting Claw, Strong Volt",Fighting,"Colorless, Colorless, Colorless",bwp,BW Black Star Promos,Promo,644,https://images.pokemontcg.io/bwp/BW38_hires.png,2.82
base4-22,Dragonair,Pokémon,Stage 1,80,Colorless,Dragonite,,"Slam, Hyper Beam",,"Colorless, Colorless",base4,Base Set 2,Rare,148,https://images.pokemontcg.io/base4/22_hires.png,
base1-29,Haunter,Pokémon,Stage 1,60,Psychic,Gengar,,"Hypnosis, Dream Eater",,Colorless,base1,Base,Uncommon,93,https://images.pokemontcg.io/base1/29_hires.png,
xy9-103,Max Potion,Trainer,Item,,,,"Heal all damage from 1 of your Pokémon. If you do, discard all Energy attached to that Pokémon., You may play as many Item cards as you like during your turn (before your attack).",,,,xy9,BREAKpoint,Uncommon,,https://images.pokemontcg.io/xy9/103_hires.png,
sv5-107,Sableye,Pokémon,Basic,70,Darkness,,,"Claw Slash, Damage Collection",Grass,Colorless,sv5,Temporal Forces,Uncommon,302,https://images.pokemontcg.io/sv5/107_hires.png,
pl4-AR3,Arceus,Pokémon,Basic,80,Fire,,You may have as many of this card in your deck as you like.,Bright Flame,Water,Colorless,pl4,Arceus,Rare,493,https://images.pokemontcg.io/pl4/AR3_hires.png,9.5
swsh4-187,Galarian Darmanitan VMAX,Pokémon,VMAX,320,Water,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",Max Whiteout,Metal,"Colorless, Colorless, Colorless",swsh4,Vivid Voltage,Rare Rainbow,555,https://images.pokemontcg.io/swsh4/187_hires.png,6.98
sm10-28,Torracat,Pokémon,Stage 1,80,Fire,Incineroar,,Fire Fang,Water,Colorless,sm10,Unbroken Bonds,Uncommon,726,https://images.pokemontcg.io/sm10/28_hires.png,
bw11-11,Swadloon,Pokémon,Stage 1,70,Grass,Leavanny,,"Tackle, String Shot",Fire,Colorless,bw11,Legendary Treasures,Uncommon,541,https://images.pokemontcg.io/bw11/11_hires.png,
xy11-19,Monferno,Pokémon,Stage 1,80,Fire,Infernape,,"Scratch, Flare",Water,Colorless,xy11,Steam Siege,Uncommon,391,https://images.pokemontcg.io/xy11/19_hires.png,
dp3-132,Honchkrow LV.X,Pokémon,Level-Up,110,Darkness,,"Put this card onto your Active Honchkrow. Honchkrow LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.","Feint Attack, Darkness Wing",Lightning,,dp3,Secret Wonders,Rare Holo LV.X,430,https://images.pokemontcg.io/dp3/132_hires.png,31.49
swsh8-22,Rillaboom V,Pokémon,"Basic, V, Rapid Strike",220,Grass,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Drain Punch, Drum Rush",Fire,"Colorless, Colorless",swsh8,Fusion Strike,Rare Holo V,812,https://images.pokemontcg.io/swsh8/22_hires.png,0.46
swsh3-128,Galarian Stunfisk V,Pokémon,"Basic, V",200,Metal,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Trapping Bite,Fire,"Colorless, Colorless, Colorless, Colorless",swsh3,Darkness Ablaze,Rare Holo V,618,https://images.pokemontcg.io/swsh3/128_hires.png,0.51
ex1-15,Blaziken,Pokémon,Stage 2,110,Fire,,,"Clutch, Flamethrower",Water,"Colorless, Colorless",ex1,Ruby & Sapphire,Rare,257,https://images.pokemontcg.io/ex1/15_hires.png,
ex8-107,Rayquaza ★,Pokémon,"Basic, Star",90,Colorless,,You can't have more than 1 Pokémon Star in your deck.,"Spiral Rush, Holy Star",Colorless,"Colorless, Colorless",ex8,Deoxys,Rare Holo Star,384,https://images.pokemontcg.io/ex8/107_hires.png,
xy4-75,Goomy,Pokémon,Basic,50,Dragon,Sliggoo,,"Gooey, Tackle",Fairy,"Colorless, Colorless",xy4,Phantom Forces,Common,704,https://images.pokemontcg.io/xy4/75_hires.png,
sm4-52,Cubone,Pokémon,Basic,70,Fighting,Marowak,,"Leer, Headbutt",Grass,"Colorless, Colorless",sm4,Crimson Invasion,Common,104,https://images.pokemontcg.io/sm4/52_hires.png,
sm10-105,Crabominable,Pokémon,Stage 1,140,Fighting,,,"Fight Alone, Magnum Punch",Psychic,"Colorless, Colorless, Colorless, Colorless",sm10,Unbroken Bonds,Rare,740,https://images.pokemontcg.io/sm10/105_hires.png,
g1-81,Darkness Energy,Energy,Basic,,,,,,,,g1,Generations,Common,,https://images.pokemontcg.io/g1/81_hires.png,
ex1-61,Numel,Pokémon,Basic,50,Fire,Camerupt,,"Headbutt, Burn Off",Water,Colorless,ex1,Ruby & Sapphire,Common,322,https://images.pokemontcg.io/ex1/61_hires.png,
ex16-42,Aron,Pokémon,Basic,50,Metal,Lairon,,"Dig Deep, Tackle",Fire,"Colorless, Colorless",ex16,Power Keepers,Common,304,https://images.pokemontcg.io/ex16/42_hires.png,
xy6-17,Articuno,Pokémon,Basic,120,Water,,,"Chilling Sigh, Tri Edge",Metal,"Colorless, Colorless",xy6,Roaring Skies,Rare,144,https://images.pokemontcg.io/xy6/17_hires.png,
pl4-30,Sceptile,Pokémon,Stage 2,120,Grass,,,"Leaf Blast, Poison Claws",Fire,"Colorless, Colorless",pl4,Arceus,Rare,254,https://images.pokemontcg.io/pl4/30_hires.png,
sv2-147,Bombirdier,Pokémon,Basic,120,Darkness,,,"Delivery Pocket, Dark Edge",Lightning,Colorless,sv2,Paldea Evolved,Uncommon,962,https://images.pokemontcg.io/sv2/147_hires.png,
ex1-109,Lightning Energy,Energy,Basic,,,,,,,,ex1,Ruby & Sapphire,Common,,https://images.pokemontcg.io/ex1/109_hires.png,
g1-RC23,Swablu,Pokémon,Basic,40,Colorless,Altaria,,Bind Wound,Lightning,Colorless,g1,Generations,Common,333,https://images.pokemontcg.io/g1/RC23_hires.png,
sv5-105,Poochyena,Pokémon,Basic,70,Darkness,Mightyena,,Gnaw Off,Grass,Colorless,sv5,Temporal Forces,Common,261,https://images.pokemontcg.io/sv5/105_hires.png,
swsh1-103,Claydol,Pokémon,Stage 1,120,Fighting,,,"Psybeam, Explosion",Grass,"Colorless, Colorless",swsh1,Sword & Shield,Rare,344,https://images.pokemontcg.io/swsh1/103_hires.png,
sm8-187,Net Ball,Trainer,Item,,,,"Search your deck for a Basic Grass Pokémon or a Grass Energy card, reveal it, and put it into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).",,,,sm8,Lost Thunder,Uncommon,,https://images.pokemontcg.io/sm8/187_hires.png,
neo3-29,Golbat,Pokémon,Stage 1,60,Grass,Crobat,,"Screech, Poison Bite",Psychic,,neo3,Neo Revelation,Uncommon,42,https://images.pokemontcg.io/neo3/29_hires.png,
xy5-11,Lombre,Pokémon,Stage 1,80,Grass,Ludicolo,,"Hook, Beat",Fire,"Colorless, Colorless",xy5,Primal Clash,Uncommon,271,https://images.pokemontcg.io/xy5/11_hires.png,
sm6-11,Pheromosa,Pokémon,"Basic, Ultra Beast",110,Grass,,,"High Jump Kick, White Ray",Fire,,sm6,Forbidden Light,Rare Holo,795,https://images.pokemontcg.io/sm6/11_hires.png,2.48
swsh8-19,Dewpider,Pokémon,Basic,50,Grass,Araquanid,,Bug Bite,Fire,Colorless,swsh8,Fusion Strike,Common,751,https://images.pokemontcg.io/swsh8/19_hires.png,
smp-SM137,Reshiram-GX,Pokémon,"Basic, GX",180,Fire,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Flame Charge, Scorching Column, Vermilion-GX",Water,"Colorless, Colorless",smp,SM Black Star Promos,Promo,643,https://images.pokemontcg.io/smp/SM137_hires.png,3.01
swsh1-22,Vulpix,Pokémon,Basic,70,Fire,Ninetales,,Flare,Water,Colorless,swsh1,Sword & Shield,Common,37,https://images.pokemontcg.io/swsh1/22_hires.png,
col1-SL9,Raikou,Pokémon,Basic,90,Lightning,,,Raging Thunder,Fighting,"Colorless, Colorless",col1,Call of Legends,Rare Holo,243,https://images.pokemontcg.io/col1/SL9_hires.png,
ex10-81,Energy Recycle System,Trainer,Item,,,,"Search your discard pile for basic Energy cards. You may either show 1 basic Energy card to your opponent and put it into your hand, or show 3 basic Energy cards to your opponent and shuffle them into your deck.",,,,ex10,Unseen Forces,Uncommon,,https://images.pokemontcg.io/ex10/81_hires.png,
ex3-61,Magnemite,Pokémon,Basic,40,Lightning,Magneton,,"Rollout, Hook",Fighting,Colorless,ex3,Dragon,Common,81,https://images.pokemontcg.io/ex3/61_hires.png,
ecard2-69,Chansey,Pokémon,Basic,100,Colorless,Blissey,,"Rollout, Double-edge",Fighting,"Colorless, Colorless",ecard2,Aquapolis,Common,113,https://images.pokemontcg.io/ecard2/69_hires.png,
bw2-63,Terrakion,Pokémon,Basic,120,Fighting,,,"Boulder Crush, Sacred Sword",Grass,"Colorless, Colorless, Colorless, Colorless",bw2,Emerging Powers,Rare Holo,639,https://images.pokemontcg.io/bw2/63_hires.png,1.0
xy8-44,Vanillish,Pokémon,Stage 1,70,Water,Vanilluxe,,"Ice Edge, Icy Wind",Metal,"Colorless, Colorless",xy8,BREAKthrough,Uncommon,583,https://images.pokemontcg.io/xy8/44_hires.png,
bw4-21,Reshiram,Pokémon,Basic,130,Fire,,,"Outrage, Blue Flare",Water,"Colorless, Colorless",bw4,Next Destinies,Rare,643,https://images.pokemontcg.io/bw4/21_hires.png,
ex14-27,Swampert,Pokémon,Stage 2,120,Fighting,,,Rock Hurl,Grass,"Colorless, Colorless",ex14,Crystal Guardians,Rare,260,https://images.pokemontcg.io/ex14/27_hires.png,
xy5-129,Fresh Water Set,Trainer,Item,,,,"Heal 20 damage from each of your Pokémon., You may play as many Item cards as you like during your turn (before your attack).",,,,xy5,Primal Clash,Uncommon,,https://images.pokemontcg.io/xy5/129_hires.png,
sm5-110,Fan Rotom,Pokémon,Basic,70,Colorless,,,Spinning Fan,Lightning,,sm5,Ultra Prism,Rare,479,https://images.pokemontcg.io/sm5/110_hires.png,
sv5-106,Mightyena,Pokémon,Stage 1,120,Darkness,,,"Kick Away, Sharp Fang",Grass,"Colorless, Colorless",sv5,Temporal Forces,Common,262,https://images.pokemontcg.io/sv5/106_hires.png,
dp2-95,Remoraid,Pokémon,Basic,60,Water,Octillery,,"Sharpshooting, Numbing Water",Lightning,Colorless,dp2,Mysterious Treasures,Common,223,https://images.pokemontcg.io/dp2/95_hires.png,
swsh1-190,Morpeko V,Pokémon,"Basic, V",170,Lightning,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Spark, Electro Wheel",Fighting,"Colorless, Colorless",swsh1,Sword & Shield,Rare Ultra,877,https://images.pokemontcg.io/swsh1/190_hires.png,3.14
smp-SM26,Tsareena,Pokémon,Stage 2,140,Grass,,,Trop Kick,Fire,"Colorless, Colorless",smp,SM Black Star Promos,Promo,763,https://images.pokemontcg.io/smp/SM26_hires.png,0.4
sm1-9,Rowlet,Pokémon,Basic,60,Grass,Dartrix,,"Tackle, Leafage",Fire,Colorless,sm1,Sun & Moon,Common,722,https://images.pokemontcg.io/sm1/9_hires.png,
xy12-9,Charmander,Pokémon,Basic,60,Fire,Charmeleon,,"Scratch, Ember",Water,Colorless,xy12,Evolutions,Common,4,https://images.pokemontcg.io/xy12/9_hires.png,
swsh8-20,Araquanid,Pokémon,Stage 1,120,Grass,,,"Bug Bite, Bubble Launch",Fire,"Colorless, Colorless",swsh8,Fusion Strike,Rare,752,https://images.pokemontcg.io/swsh8/20_hires.png,
sm6-124,Yveltal-GX,Pokémon,"Basic, GX",180,Darkness,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Absorb Vitality, Sonic Evil, Doom Count-GX",Lightning,"Colorless, Colorless",sm6,Forbidden Light,Rare Ultra,717,https://images.pokemontcg.io/sm6/124_hires.png,8.02
